base	base_tr	variation	type	variant1	variant2	resp1	resp2	log_odds	derivational	nsyl	vowel	suffix	carrier_sentence	target_sentence	cat1_weight	baseline_gcm_info
míjzik / míjozik	míjzik / míjozik	cselekszenek/cselekednek	nonce word response	míjzunk	míjozunk	16	13	0.1941560144409574	-zik	1	NA	ünk	János imád míjozni, ezért sokat míjzik.	Mi ritkán...	0.07999407083275513	q: NA, s: 0.9, type: all -ik, r: 0.26
míslik / mísozik	míslik / mísozik	cselekszenek/cselekednek	nonce word response	míslunk	mísozunk	16	11	0.3483066942682158	-lik	1	NA	ünk	János imád mísozni, ezért sokat míslik.	Mi ritkán...	0.16584042037823635	q: NA, s: 0.9, type: all -ik, r: 0.26
molszik / molodik	molßik / molodik	cselekszenek/cselekednek	nonce word response	molszotok	molodtok	21	8	0.8938178760220965	-szik	1	NA	tek	János imád molodni, ezért sokat molszik.	Ti ritkán...	0.1405421326400055	q: NA, s: 0.9, type: all -ik, r: 0.26
mülőrzik / mülőrözik	mülőrzik / mülőrözik	cselekszenek/cselekednek	nonce word response	mülőrzünk	mülőrözünk	15	11	0.28768207245178085	-zik	2	NA	ünk	János imád mülőrözni, ezért sokat mülőrzik.	Mi ritkán...	0.05753552540116004	q: NA, s: 0.9, type: all -ik, r: 0.26
nágapszik / nágapodik	nágapßik / nágapodik	cselekszenek/cselekednek	nonce word response	nágapszanak	nágapodnak	15	11	0.28768207245178085	-szik	2	NA	nek	János imád nágapodni, ezért sokat nágapszik.	Ők ritkán...	0.09984135450442923	q: NA, s: 0.9, type: all -ik, r: 0.26
nivárzik / nivározik	nivárzik / nivározik	cselekszenek/cselekednek	nonce word response	nivárzotok	nivároztok	7	19	-0.916290731874155	-zik	2	NA	tek	János imád nivározni, ezért sokat nivárzik.	Ti ritkán...	0.06445947545680825	q: NA, s: 0.9, type: all -ik, r: 0.26
nuroklik / nurokozik	nuroklik / nurokozik	cselekszenek/cselekednek	nonce word response	nuroklunk	nurokozunk	20	9	0.7419373447293773	-lik	2	NA	ünk	János imád nurokozni, ezért sokat nuroklik.	Mi ritkán...	0.08204833314214802	q: NA, s: 0.9, type: all -ik, r: 0.26
nyádlik / nyádozik	¥ádlik / ¥ádozik	cselekszenek/cselekednek	nonce word response	nyádlanak	nyádoznak	18	11	0.4595323293784402	-lik	1	NA	nek	János imád nyádozni, ezért sokat nyádlik.	Ők ritkán...	0.18969946925144812	q: NA, s: 0.9, type: all -ik, r: 0.26
nyivágzik / nyivágozik	¥ivágzik / ¥ivágozik	cselekszenek/cselekednek	nonce word response	nyivágzunk	nyivágozunk	20	7	0.965080896043587	-zik	2	NA	ünk	János imád nyivágozni, ezért sokat nyivágzik.	Mi ritkán...	0.06757944351760811	q: NA, s: 0.9, type: all -ik, r: 0.26
nyizlik / nyizozik	¥izlik / ¥izozik	cselekszenek/cselekednek	nonce word response	nyizlunk	nyizozunk	18	9	0.6418538861723947	-lik	1	NA	ünk	János imád nyizozni, ezért sokat nyizlik.	Mi ritkán...	0.16491577651072328	q: NA, s: 0.9, type: all -ik, r: 0.26
nyöbzik / nyöbözik	¥öbzik / ¥öbözik	cselekszenek/cselekednek	nonce word response	nyöbzenek	nyöböznek	14	15	-0.06453852113757118	-zik	1	NA	nek	János imád nyöbözni, ezért sokat nyöbzik.	Ők ritkán...	0.06975875920473423	q: NA, s: 0.9, type: all -ik, r: 0.26
nyülöklik / nyülöközik	¥ülöklik / ¥ülöközik	cselekszenek/cselekednek	nonce word response	nyülöklenek	nyülököznek	16	11	0.3483066942682158	-lik	2	NA	nek	János imád nyülöközni, ezért sokat nyülöklik.	Ők ritkán...	0.10982081624996372	q: NA, s: 0.9, type: all -ik, r: 0.26
nyürzik / nyürözik	¥ürzik / ¥ürözik	cselekszenek/cselekednek	nonce word response	nyürzenek	nyüröznek	14	15	-0.06453852113757118	-zik	1	NA	nek	János imád nyürözni, ezért sokat nyürzik.	Ők ritkán...	0.07781810115674419	q: NA, s: 0.9, type: all -ik, r: 0.26
pehégszik / pehégedik	pehégßik / pehégedik	cselekszenek/cselekednek	nonce word response	pehégszetek	pehégedtek	16	10	0.4353180712578455	-szik	2	NA	tek	János imád pehégedni, ezért sokat pehégszik.	Ti ritkán...	0.09188127769358323	q: NA, s: 0.9, type: all -ik, r: 0.26
pekszik / pekedik	pekßik / pekedik	cselekszenek/cselekednek	nonce word response	pekszünk	pekedünk	19	8	0.7985076962177716	-szik	1	NA	ünk	János imád pekedni, ezért sokat pekszik.	Mi ritkán...	0.10211433342029208	q: NA, s: 0.9, type: all -ik, r: 0.26
pibegzik / pibegezik	pibegzik / pibegezik	cselekszenek/cselekednek	nonce word response	pibegzenek	pibegeznek	8	18	-0.7472144018302211	-zik	2	NA	nek	János imád pibegezni, ezért sokat pibegzik.	Ők ritkán...	0.07999194307055252	q: NA, s: 0.9, type: all -ik, r: 0.26
pilégszik / pilégedik	pilégßik / pilégedik	cselekszenek/cselekednek	nonce word response	pilégszenek	pilégednek	18	9	0.6418538861723947	-szik	2	NA	nek	János imád pilégedni, ezért sokat pilégszik.	Ők ritkán...	0.08432562271663803	q: NA, s: 0.9, type: all -ik, r: 0.26
plibzik / plibozik	plibzik / plibozik	cselekszenek/cselekednek	nonce word response	plibzotok	pliboztok	10	17	-0.49247648509779407	-zik	1	NA	tek	János imád plibozni, ezért sokat plibzik.	Ti ritkán...	0.055835984205939083	q: NA, s: 0.9, type: all -ik, r: 0.26
pörzik / pörözik	pörzik / pörözik	cselekszenek/cselekednek	nonce word response	pörzötök	pöröztök	11	16	-0.3483066942682157	-zik	1	NA	tek	János imád pörözni, ezért sokat pörzik.	Ti ritkán...	0.08120389852558077	q: NA, s: 0.9, type: all -ik, r: 0.26
poslik / posozik	poslik / posozik	cselekszenek/cselekednek	nonce word response	poslotok	posoztok	20	9	0.7419373447293773	-lik	1	NA	tek	János imád posozni, ezért sokat poslik.	Ti ritkán...	0.19598888491074964	q: NA, s: 0.9, type: all -ik, r: 0.26
pragánylik / pragányozik	pragá¥lik / pragá¥ozik	cselekszenek/cselekednek	nonce word response	pragánylotok	pragányoztok	13	13	0	-lik	2	NA	tek	János imád pragányozni, ezért sokat pragánylik.	Ti ritkán...	0.09034873660568364	q: NA, s: 0.9, type: all -ik, r: 0.26
prazlik / prazozik	prazlik / prazozik	cselekszenek/cselekednek	nonce word response	prazlunk	prazozunk	13	16	-0.1941560144409575	-lik	1	NA	ünk	János imád prazozni, ezért sokat prazlik.	Mi ritkán...	0.12336498082104569	q: NA, s: 0.9, type: all -ik, r: 0.26
prélemlik / prélemezik	prélemlik / prélemezik	cselekszenek/cselekednek	nonce word response	prélemlenek	prélemeznek	15	12	0.20763936477824457	-lik	2	NA	nek	János imád prélemezni, ezért sokat prélemlik.	Ők ritkán...	0.11389565842166137	q: NA, s: 0.9, type: all -ik, r: 0.26
prihegszik / prihegedik	prihegßik / prihegedik	cselekszenek/cselekednek	nonce word response	prihegszenek	prihegednek	13	16	-0.1941560144409575	-szik	2	NA	nek	János imád prihegedni, ezért sokat prihegszik.	Ők ritkán...	0.08512013408879446	q: NA, s: 0.9, type: all -ik, r: 0.26
prilepszik / prilepedik	prilepßik / prilepedik	cselekszenek/cselekednek	nonce word response	prilepszünk	prilepedünk	21	8	0.8938178760220965	-szik	2	NA	ünk	János imád prilepedni, ezért sokat prilepszik.	Mi ritkán...	0.08074549344128065	q: NA, s: 0.9, type: all -ik, r: 0.26
privékszik / privékedik	privékßik / privékedik	cselekszenek/cselekednek	nonce word response	privékszenek	privékednek	14	13	0.06899287148695142	-szik	2	NA	nek	János imád privékedni, ezért sokat privékszik.	Ők ritkán...	0.043849249255357034	q: NA, s: 0.9, type: all -ik, r: 0.26
prögzik / prögözik	prögzik / prögözik	cselekszenek/cselekednek	nonce word response	prögzötök	prögöztök	9	18	-0.6418538861723948	-zik	1	NA	tek	János imád prögözni, ezért sokat prögzik.	Ti ritkán...	0.04884852313462073	q: NA, s: 0.9, type: all -ik, r: 0.26
prugorzik / prugorozik	prugorzik / prugorozik	cselekszenek/cselekednek	nonce word response	prugorzotok	prugoroztok	8	19	-0.7985076962177716	-zik	2	NA	tek	János imád prugorozni, ezért sokat prugorzik.	Ti ritkán...	0.038055262773930704	q: NA, s: 0.9, type: all -ik, r: 0.26
püzlik / püzözik	püzlik / püzözik	cselekszenek/cselekednek	nonce word response	püzlötök	püzöztök	13	14	-0.06899287148695143	-lik	1	NA	tek	János imád püzözni, ezért sokat püzlik.	Ti ritkán...	0.1822074297673731	q: NA, s: 0.9, type: all -ik, r: 0.26
ribegszik / ribegedik	ribegßik / ribegedik	cselekszenek/cselekednek	nonce word response	ribegszetek	ribegedtek	11	15	-0.2876820724517809	-szik	2	NA	tek	János imád ribegedni, ezért sokat ribegszik.	Ti ritkán...	0.0857109287414676	q: NA, s: 0.9, type: all -ik, r: 0.26
riványlik / riványozik	rivá¥lik / rivá¥ozik	cselekszenek/cselekednek	nonce word response	riványlotok	riványoztok	14	13	0.06899287148695142	-lik	2	NA	tek	János imád riványozni, ezért sokat riványlik.	Ti ritkán...	0.12098024217986819	q: NA, s: 0.9, type: all -ik, r: 0.26
spalárzik / spalározik	spalárzik / spalározik	cselekszenek/cselekednek	nonce word response	spalárzanak	spalároznak	12	14	-0.1431008436406733	-zik	2	NA	nek	János imád spalározni, ezért sokat spalárzik.	Ők ritkán...	0.03954629499976246	q: NA, s: 0.9, type: all -ik, r: 0.26
spibamlik / spibamozik	spibamlik / spibamozik	cselekszenek/cselekednek	nonce word response	spibamlanak	spibamoznak	17	9	0.5877866649021191	-lik	2	NA	nek	János imád spibamozni, ezért sokat spibamlik.	Ők ritkán...	0.142339859441849	q: NA, s: 0.9, type: all -ik, r: 0.26
spibeglik / spibegezik	spibeglik / spibegezik	cselekszenek/cselekednek	nonce word response	spibeglünk	spibegezünk	19	10	0.5978370007556204	-lik	2	NA	ünk	János imád spibegezni, ezért sokat spibeglik.	Mi ritkán...	0.11098543271454954	q: NA, s: 0.9, type: all -ik, r: 0.26
spiharzik / spiharozik	spiharzik / spiharozik	cselekszenek/cselekednek	nonce word response	spiharzotok	spiharoztok	10	19	-0.5978370007556204	-zik	2	NA	tek	János imád spiharozni, ezért sokat spiharzik.	Ti ritkán...	0.08935300299511356	q: NA, s: 0.9, type: all -ik, r: 0.26
spiráglik / spirágozik	spiráglik / spirágozik	cselekszenek/cselekednek	nonce word response	spiráglotok	spirágoztok	11	15	-0.2876820724517809	-lik	2	NA	tek	János imád spirágozni, ezért sokat spiráglik.	Ti ritkán...	0.1244368677450883	q: NA, s: 0.9, type: all -ik, r: 0.26
spivejlik / spivejezik	spivejlik / spivejezik	cselekszenek/cselekednek	nonce word response	spivejlenek	spivejeznek	11	16	-0.3483066942682157	-lik	2	NA	nek	János imád spivejezni, ezért sokat spivejlik.	Ők ritkán...	0.14752082784152012	q: NA, s: 0.9, type: all -ik, r: 0.26
spöklik / spöközik	spöklik / spöközik	cselekszenek/cselekednek	nonce word response	spöklünk	spöközünk	19	10	0.5978370007556204	-lik	1	NA	ünk	János imád spöközni, ezért sokat spöklik.	Mi ritkán...	0.09324646990739678	q: NA, s: 0.9, type: all -ik, r: 0.26
sponylik / sponyozik	spo¥lik / spo¥ozik	cselekszenek/cselekednek	nonce word response	sponylanak	sponyoznak	20	9	0.7419373447293773	-lik	1	NA	nek	János imád sponyozni, ezért sokat sponylik.	Ők ritkán...	0.13576101095200035	q: NA, s: 0.9, type: all -ik, r: 0.26
sprebzik / sprebezik	sprebzik / sprebezik	cselekszenek/cselekednek	nonce word response	sprebzenek	sprebeznek	16	13	0.1941560144409574	-zik	1	NA	nek	János imád sprebezni, ezért sokat sprebzik.	Ők ritkán...	0.07036235494450614	q: NA, s: 0.9, type: all -ik, r: 0.26
sprigzik / sprigozik	sprigzik / sprigozik	cselekszenek/cselekednek	nonce word response	sprigzotok	sprigoztok	5	24	-1.4271163556401458	-zik	1	NA	tek	János imád sprigozni, ezért sokat sprigzik.	Ti ritkán...	0.04952747329311657	q: NA, s: 0.9, type: all -ik, r: 0.26
sprimlik / sprimozik	sprimlik / sprimozik	cselekszenek/cselekednek	nonce word response	sprimlunk	sprimozunk	15	12	0.20763936477824457	-lik	1	NA	ünk	János imád sprimozni, ezért sokat sprimlik.	Mi ritkán...	0.10002049020703689	q: NA, s: 0.9, type: all -ik, r: 0.26
sprozlik / sprozozik	sprozlik / sprozozik	cselekszenek/cselekednek	nonce word response	sprozlanak	sprozoznak	14	12	0.14310084364067324	-lik	1	NA	nek	János imád sprozozni, ezért sokat sprozlik.	Ők ritkán...	0.07865458379696781	q: NA, s: 0.9, type: all -ik, r: 0.26
sprudlik / sprudozik	sprudlik / sprudozik	cselekszenek/cselekednek	nonce word response	sprudlunk	sprudozunk	12	15	-0.2076393647782445	-lik	1	NA	ünk	János imád sprudozni, ezért sokat sprudlik.	Mi ritkán...	0.10702539806002735	q: NA, s: 0.9, type: all -ik, r: 0.26
sprűrlik / sprűrözik	sprűrlik / sprűrözik	cselekszenek/cselekednek	nonce word response	sprűrlenek	sprűröznek	16	13	0.1941560144409574	-lik	1	NA	nek	János imád sprűrözni, ezért sokat sprűrlik.	Ők ritkán...	0.1094424647539677	q: NA, s: 0.9, type: all -ik, r: 0.26
spuborzik / spuborozik	spuborzik / spuborozik	cselekszenek/cselekednek	nonce word response	spuborzanak	spuboroznak	10	16	-0.4353180712578455	-zik	2	NA	nek	János imád spuborozni, ezért sokat spuborzik.	Ők ritkán...	0.043828968727028614	q: NA, s: 0.9, type: all -ik, r: 0.26
spügzik / spügözik	spügzik / spügözik	cselekszenek/cselekednek	nonce word response	spügzünk	spügözünk	18	11	0.4595323293784402	-zik	1	NA	ünk	János imád spügözni, ezért sokat spügzik.	Mi ritkán...	0.05234612672899262	q: NA, s: 0.9, type: all -ik, r: 0.26
sűjlik / sűjözik	sűjlik / sűjözik	cselekszenek/cselekednek	nonce word response	sűjlünk	sűjözünk	17	9	0.5877866649021191	-lik	1	NA	ünk	János imád sűjözni, ezért sokat sűjlik.	Mi ritkán...	0.16502551818658223	q: NA, s: 0.9, type: all -ik, r: 0.26
sztrajlik / sztrajozik	ßtrajlik / ßtrajozik	cselekszenek/cselekednek	nonce word response	sztrajlanak	sztrajoznak	17	10	0.49247648509779424	-lik	1	NA	nek	János imád sztrajozni, ezért sokat sztrajlik.	Ők ritkán...	0.1998881405137215	q: NA, s: 0.9, type: all -ik, r: 0.26
sztredlik / sztredezik	ßtredlik / ßtredezik	cselekszenek/cselekednek	nonce word response	sztredletek	sztredeztek	15	11	0.28768207245178085	-lik	1	NA	tek	János imád sztredezni, ezért sokat sztredlik.	Ti ritkán...	0.13249940960385767	q: NA, s: 0.9, type: all -ik, r: 0.26
sztritlik / sztritozik	ßtritlik / ßtritozik	cselekszenek/cselekednek	nonce word response	sztritlanak	sztritoznak	14	12	0.14310084364067324	-lik	1	NA	nek	János imád sztritozni, ezért sokat sztritlik.	Ők ritkán...	0.10375230670363564	q: NA, s: 0.9, type: all -ik, r: 0.26
tágarzik / tágarozik	tágarzik / tágarozik	cselekszenek/cselekednek	nonce word response	tágarzunk	tágarozunk	13	14	-0.06899287148695143	-zik	2	NA	ünk	János imád tágarozni, ezért sokat tágarzik.	Mi ritkán...	0.056614342673037	q: NA, s: 0.9, type: all -ik, r: 0.26
tibarzik / tibarozik	tibarzik / tibarozik	cselekszenek/cselekednek	nonce word response	tibarzanak	tibaroznak	13	13	0	-zik	2	NA	nek	János imád tibarozni, ezért sokat tibarzik.	Ők ritkán...	0.07204197147969153	q: NA, s: 0.9, type: all -ik, r: 0.26
töglik / tögözik	töglik / tögözik	cselekszenek/cselekednek	nonce word response	töglenek	tögöznek	23	6	1.2321436812926323	-lik	1	NA	nek	János imád tögözni, ezért sokat töglik.	Ők ritkán...	0.133139590071531	q: NA, s: 0.9, type: all -ik, r: 0.26
trálaklik / trálakozik	trálaklik / trálakozik	cselekszenek/cselekednek	nonce word response	trálaklanak	trálakoznak	13	13	0	-lik	2	NA	nek	János imád trálakozni, ezért sokat trálaklik.	Ők ritkán...	0.1369857329623352	q: NA, s: 0.9, type: all -ik, r: 0.26
trálszik / trálodik	trálßik / trálodik	cselekszenek/cselekednek	nonce word response	trálszunk	trálodunk	19	7	0.9162907318741552	-szik	1	NA	ünk	János imád trálodni, ezért sokat trálszik.	Mi ritkán...	0.11816153781319177	q: NA, s: 0.9, type: all -ik, r: 0.26
tribejlik / tribejezik	tribejlik / tribejezik	cselekszenek/cselekednek	nonce word response	tribejletek	tribejeztek	10	19	-0.5978370007556204	-lik	2	NA	tek	János imád tribejezni, ezért sokat tribejlik.	Ti ritkán...	0.133057222345216	q: NA, s: 0.9, type: all -ik, r: 0.26
triklik / trikozik	triklik / trikozik	cselekszenek/cselekednek	nonce word response	triklotok	trikoztok	17	9	0.5877866649021191	-lik	1	NA	tek	János imád trikozni, ezért sokat triklik.	Ti ritkán...	0.09031555013120084	q: NA, s: 0.9, type: all -ik, r: 0.26
trilekszik / trilekedik	trilekßik / trilekedik	cselekszenek/cselekednek	nonce word response	trilekszetek	trilekedtek	14	12	0.14310084364067324	-szik	2	NA	tek	János imád trilekedni, ezért sokat trilekszik.	Ti ritkán...	0.06263003876488106	q: NA, s: 0.9, type: all -ik, r: 0.26
trírzik / trírozik	trírzik / trírozik	cselekszenek/cselekednek	nonce word response	trírzunk	trírozunk	14	15	-0.06453852113757118	-zik	1	NA	ünk	János imád trírozni, ezért sokat trírzik.	Mi ritkán...	0.04539344718952456	q: NA, s: 0.9, type: all -ik, r: 0.26
trivakszik / trivakodik	trivakßik / trivakodik	cselekszenek/cselekednek	nonce word response	trivakszunk	trivakodunk	13	13	0	-szik	2	NA	ünk	János imád trivakodni, ezért sokat trivakszik.	Mi ritkán...	0.05830498834280046	q: NA, s: 0.9, type: all -ik, r: 0.26
trugoklik / trugokozik	trugoklik / trugokozik	cselekszenek/cselekednek	nonce word response	trugoklanak	trugokoznak	14	12	0.14310084364067324	-lik	2	NA	nek	János imád trugokozni, ezért sokat trugoklik.	Ők ritkán...	0.07150319172848524	q: NA, s: 0.9, type: all -ik, r: 0.26
trugzik / trugozik	trugzik / trugozik	cselekszenek/cselekednek	nonce word response	trugzanak	trugoznak	11	18	-0.4595323293784402	-zik	1	NA	nek	János imád trugozni, ezért sokat trugzik.	Ők ritkán...	0.04579932142645748	q: NA, s: 0.9, type: all -ik, r: 0.26
trukszik / trukodik	trukßik / trukodik	cselekszenek/cselekednek	nonce word response	trukszotok	trukodtok	14	13	0.06899287148695142	-szik	1	NA	tek	János imád trukodni, ezért sokat trukszik.	Ti ritkán...	0.058450235249282716	q: NA, s: 0.9, type: all -ik, r: 0.26
trűnylik / trűnyözik	trű¥lik / trű¥özik	cselekszenek/cselekednek	nonce word response	trűnylenek	trűnyöznek	13	13	0	-lik	1	NA	nek	János imád trűnyözni, ezért sokat trűnylik.	Ők ritkán...	0.09455376506008699	q: NA, s: 0.9, type: all -ik, r: 0.26
tűgzik / tűgözik	tűgzik / tűgözik	cselekszenek/cselekednek	nonce word response	tűgzötök	tűgöztök	14	12	0.14310084364067324	-zik	1	NA	tek	János imád tűgözni, ezért sokat tűgzik.	Ti ritkán...	0.05895291616881471	q: NA, s: 0.9, type: all -ik, r: 0.26
vehékszik / vehékedik	vehékßik / vehékedik	cselekszenek/cselekednek	nonce word response	vehékszünk	vehékedünk	18	8	0.7472144018302211	-szik	2	NA	ünk	János imád vehékedni, ezért sokat vehékszik.	Mi ritkán...	0.07099688712278746	q: NA, s: 0.9, type: all -ik, r: 0.26
vihapszik / vihapodik	vihapßik / vihapodik	cselekszenek/cselekednek	nonce word response	vihapszunk	vihapodunk	17	10	0.49247648509779424	-szik	2	NA	ünk	János imád vihapodni, ezért sokat vihapszik.	Mi ritkán...	0.13115820555983757	q: NA, s: 0.9, type: all -ik, r: 0.26
vileslik / vilesezik	vileslik / vilesezik	cselekszenek/cselekednek	nonce word response	vileslünk	vilesezünk	13	13	0	-lik	2	NA	ünk	János imád vilesezni, ezért sokat vileslik.	Mi ritkán...	0.12438907916097622	q: NA, s: 0.9, type: all -ik, r: 0.26
virzik / virozik	virzik / virozik	cselekszenek/cselekednek	nonce word response	virzanak	viroznak	13	13	0	-zik	1	NA	nek	János imád virozni, ezért sokat virzik.	Ők ritkán...	0.09067325114288512	q: NA, s: 0.9, type: all -ik, r: 0.26
vobzik / vobozik	vobzik / vobozik	cselekszenek/cselekednek	nonce word response	vobzotok	voboztok	11	15	-0.2876820724517809	-zik	1	NA	tek	János imád vobozni, ezért sokat vobzik.	Ti ritkán...	0.075385795408888	q: NA, s: 0.9, type: all -ik, r: 0.26
